id,area_of_origin,level_of_origin,exposures,extent_of_fire,final_incident_type,ignition_source,material_first_ignited,possible_cause,smoke_spread,Status_of_Fire_On_Arrival
fr1698762,24,007,,2,1,11,74,44,4,3
fr1698763,24,003,,1,1,11,56,44,4,1
fr1698764,75,997,,1,1,999,56,99,9,4
fr1698765,12,001,,1,1,999,56,4,2,1
fr1698766,24,001,,2,1,11,23,98,4,1
fr1698767,,,,,3,,,,,
fr1698768,50,B01,,1,1,23,43,52,2,1
fr1698769,,,,,3,,,,,
fr1698770,61,003,,1,1,20,43,52,2,4
fr1698771,81,,,,1,82,99,51,,1
fr1698772,81,,,,1,999,47,99,,3
fr1698773,81,,,,1,999,99,51,,7
fr1698774,81,,,,1,82,47,51,,7
fr1698775,85,,,,1,81,47,52,,7
fr1698776,,,,,3,,,,,
fr1698777,44,,,,1,79,48,45,,7
fr1698778,86,,,,1,999,99,99,,7
fr1698779,,,,,3,,,,,
fr1698780,13,012,,1,1,999,46,3,2,1
fr1698781,89,001,,1,1,72,16,60,4,3
fr1698782,58,002,,1,1,11,19,20,9,2
fr1698783,81,,,,1,999,99,20,,7
fr1698784,,,,,3,,,,,
fr1698785,,,,,3,,,,,
fr1698786,,,,,3,,,,,
fr1698787,97,,,,1,92,51,44,,3
fr1698788,53,,,,1,12,14,20,,3
fr1698789,81,001,,1,1,82,47,99,99,3
fr1698790,,,,,3,,,,,
fr1698791,81,,,,1,82,47,51,,4
fr1698792,24,005,,2,1,83,43,52,5,2
fr1698793,12,002,,1,1,999,58,4,7,1
fr1698794,,,,,3,,,,,
fr1698795,89,,,,1,999,47,99,,3
fr1698796,81,,,,1,24,47,52,,7
fr1698797,62,996,,9,1,999,59,20,7,4
fr1698798,97,B01,,1,1,23,19,28,99,3
fr1698799,,,,,3,,,,,
fr1698800,44,,,,1,999,99,60,,3
fr1698801,24,001,,1,1,12,97,50,2,1
fr1698802,,,,,3,,,,,
fr1698803,11,001,,1,1,999,46,1,2,3
fr1698804,75,,,,1,999,99,99,,2
fr1698805,44,,3,,1,93,46,45,,3
fr1698806,23,003,,1,1,55,54,44,5,1
fr1698807,75,,,,1,999,46,99,,4
fr1698808,,,,,3,,,,,
fr1698809,81,,,,1,82,47,99,,7
fr1698810,53,001,,1,1,36,45,28,2,3
fr1698811,81,,,,1,82,47,20,,7
fr1698812,24,004,,1,1,11,74,44,4,1
fr1698813,22,008,,2,1,34,32,46,2,1
fr1698814,,,,,3,,,,,
fr1698815,24,001,,2,1,11,97,98,3,1
fr1698816,24,008,,2,1,11,74,44,3,1
fr1698817,79,999,,1,1,98,97,51,2,3
fr1698818,52,002,,1,1,31,43,20,7,1
fr1698819,,,,,3,,,,,
fr1698820,42,001,,2,1,82,47,99,6,3
fr1698821,73,001,,1,1,999,55,60,2,4
fr1698822,74,997,,11,1,101,71,50,9,7
fr1698823,23,001,,1,1,55,97,44,4,2
fr1698824,24,002,,1,1,14,74,44,2,1
fr1698825,81,,,,1,999,99,99,,3
fr1698826,,,,,3,,,,,
fr1698827,24,001,,4,1,999,99,99,6,3
fr1698828,87,,,,1,93,54,49,,4
fr1698829,81,B01,,1,1,82,47,51,7,2
fr1698830,44,,,,1,999,46,45,,7
fr1698831,24,001,,2,1,11,74,44,7,2
fr1698832,81,,,,1,81,43,99,,7
fr1698833,83,,,,1,81,43,52,,3
fr1698834,81,,,,1,30,99,52,,7
fr1698835,86,,,,1,999,99,99,,7
fr1698836,,,,,3,,,,,
fr1698837,,,,,3,,,,,
fr1698838,,,,,3,,,,,
fr1698839,70,001,,1,1,73,14,60,2,2
fr1698840,,,,,3,,,,,
fr1698841,,,,,3,,,,,
fr1698842,,,,,3,,,,,
fr1698843,99,,,,1,999,99,99,,7
fr1698844,,,,,3,,,,,
fr1698845,,,,,3,,,,,
fr1698846,,,,,3,,,,,
fr1698847,61,001,1,10,1,999,31,99,10,4
fr1698848,24,039,,1,1,54,79,47,99,1
fr1698849,,,,,3,,,,,
fr1698850,,,,,3,,,,,
fr1698851,31,001,,2,1,72,48,60,4,3
fr1698852,68,002,,2,1,52,14,52,8,3
fr1698853,24,001,1,11,1,11,54,46,10,5
fr1698854,99,,,,1,999,72,1,,7
fr1698855,83,,,,1,81,47,52,,1
fr1698856,,,,,3,,,,,
fr1698857,83,,,,1,81,47,52,,3
fr1698858,,,,,3,,,,,
fr1698859,,,,,3,,,,,
fr1698860,24,001,,2,1,11,74,44,4,1
fr1698861,44,B01,,1,1,999,46,45,7,2
fr1698862,31,001,,2,1,96,46,45,7,2
fr1698863,24,001,,2,1,11,97,44,4,2
fr1698864,,,,,3,,,,,
fr1698865,44,001,,1,1,71,56,45,2,2
fr1698866,89,,,,1,82,99,60,,1
fr1698867,,,,,3,,,,,
fr1698868,24,006,,2,1,11,74,44,3,1
fr1698869,,,,,3,,,,,
fr1698870,,,,,3,,,,,
fr1698871,,,,,3,,,,,
fr1698872,44,,,,1,76,46,1,,7
fr1698873,78,001,,1,1,999,55,99,9,1
fr1698874,,,,,3,,,,,
fr1698875,21,002,,4,1,999,21,60,4,1
fr1698876,25,001,,1,1,999,54,99,2,3
fr1698877,,,,,3,,,,,
fr1698878,,,,,3,,,,,
fr1698879,71,999,,1,1,999,99,1,8,7
fr1698880,79,,,,1,999,55,99,,4
fr1698881,,,,,3,,,,,
fr1698882,,,,,3,,,,,
fr1698883,42,999,,8,1,17,46,44,8,4
fr1698884,,,,,3,,,,,
fr1698885,75,001,,1,1,999,46,99,2,4
fr1698886,,,,,3,,,,,
fr1698887,,,,,3,,,,,
fr1698888,61,B02,,1,1,79,12,60,4,1
fr1698889,,,,,3,,,,,
fr1698890,,,,,3,,,,,
fr1698891,,,,,3,,,,,
fr1698892,,,,,3,,,,,
fr1698893,99,,,,1,999,99,99,,7
fr1698894,,,,,3,,,,,
fr1698895,81,,,,1,999,99,28,,7
fr1698896,,,,,3,,,,,
fr1698897,,,,,3,,,,,
fr1698898,21,016,,4,1,999,21,98,5,3
fr1698899,,,,,3,,,,,
fr1698900,24,006,,2,1,11,74,44,4,1
fr1698901,44,009,,2,1,79,58,1,7,2
fr1698902,58,996,,9,1,15,44,28,4,3
fr1698903,11,B01,,2,1,999,97,1,2,1
fr1698904,22,001,1,4,1,77,71,1,8,4
fr1698905,83,,,,1,81,43,52,,4
fr1698906,24,001,,2,1,11,43,52,7,2
fr1698907,62,002,,9,1,95,15,73,10,3
fr1698908,79,001,,9,1,77,12,60,9,4
fr1698909,89,,,,1,999,99,60,,4
fr1698910,69,996,,3,1,95,15,73,7,2
fr1698911,,,,,3,,,,,
fr1698912,86,,,,1,999,99,1,,3
fr1698913,24,001,,2,1,11,23,60,8,3
fr1698914,,,,,3,,,,,
fr1698915,75,,,,1,999,21,99,,1
fr1698916,,,,,3,,,,,
fr1698917,,,,,3,,,,,
fr1698918,21,001,,2,1,98,51,73,4,1
fr1698919,21,006,,4,1,71,21,45,5,3
fr1698920,86,,,,1,999,33,60,,3
fr1698921,,,,,3,,,,,
fr1698922,,,,,3,,,,,
fr1698923,44,,,,1,93,46,45,,4
fr1698924,,,,,3,,,,,
fr1698925,81,,,,1,82,47,99,,7
fr1698926,,,,,3,,,,,
fr1698927,,,,,3,,,,,
fr1698928,,,,,3,,,,,
fr1698929,81,,,,1,81,47,52,,2
fr1698930,42,001,,2,1,19,58,46,2,4
fr1698931,55,003,,2,1,23,99,52,2,2
fr1698932,44,,,,1,79,46,47,,4
fr1698933,,,,,3,,,,,
fr1698934,,,,,3,,,,,
fr1698935,64,002,,2,1,999,21,98,4,2
fr1698936,75,,,,1,71,46,47,,5
fr1698937,31,001,,1,1,98,56,98,2,1
fr1698938,,,,,3,,,,,
fr1698939,31,001,,1,1,23,43,52,2,2
fr1698940,81,,,,1,81,43,52,,7
fr1698941,24,001,,1,1,11,35,60,4,1
fr1698942,53,002,,1,1,11,44,28,9,3
fr1698943,25,002,,2,1,28,54,52,4,3
fr1698944,44,001,,1,1,999,46,99,2,4
fr1698945,99,,,,1,999,47,98,,4
fr1698946,,,,,3,,,,,
fr1698947,24,016,,2,1,11,74,44,3,1
fr1698948,81,,,,1,999,99,99,,3
fr1698949,,,,,3,,,,,
fr1698950,13,011,,1,1,75,56,1,7,1
fr1698951,44,,,,1,71,46,45,,4
fr1698952,19,003,,1,1,30,16,20,2,4
fr1698953,,,,,3,,,,,
fr1698954,50,B01,,7,1,24,43,52,8,3
fr1698955,22,B01,,1,1,13,43,52,4,1
fr1698956,24,001,,2,1,11,74,44,2,1
fr1698957,61,002,,1,1,83,12,60,2,3
fr1698958,,,,,3,,,,,
fr1698959,,,,,3,,,,,
fr1698960,62,B01,,2,1,73,12,47,2,3
fr1698961,64,001,,1,1,63,55,45,99,3
fr1698962,,,,,3,,,,,
fr1698963,,,,,3,,,,,
fr1698964,,,,,3,,,,,
fr1698965,,,,,3,,,,,
fr1698966,,,,,3,,,,,
fr1698967,81,,,,1,85,99,12,,7
fr1698968,75,001,,9,1,92,46,44,2,4
fr1698969,27,001,,2,1,43,58,98,3,3
fr1698970,,,,,3,,,,,
fr1698971,,,,,3,,,,,
fr1698972,99,,,,1,999,99,99,,3
fr1698973,,,,,3,,,,,
fr1698974,75,,,,1,999,46,99,,4
fr1698975,,,,,3,,,,,
fr1698976,81,,,,1,999,99,99,,7
fr1698977,,,,,3,,,,,
fr1698978,22,001,,2,1,28,31,52,4,2
fr1698979,,,,,3,,,,,
fr1698980,,,,,3,,,,,
fr1698981,,,,,3,,,,,
fr1698982,55,001,,2,1,84,16,20,2,1
fr1698983,24,009,,1,1,11,56,46,7,1
fr1698984,,,,,3,,,,,
fr1698985,,,,,3,,,,,
fr1698986,81,999,,1,1,81,47,52,99,4
fr1698987,,,,,3,,,,,
fr1698988,23,001,,1,1,83,16,52,2,1
fr1698989,75,,,,1,77,31,1,,4
fr1698990,97,,,,1,999,99,1,,7
fr1698991,75,,,,1,999,46,1,,4
fr1698992,79,,,,1,999,54,1,,4
fr1698993,75,001,,2,1,96,46,45,2,1
fr1698994,,,,,3,,,,,
fr1698995,83,,,,1,81,47,20,,3
fr1698996,22,005,,1,1,75,14,11,4,2
fr1698997,24,B01,,1,1,11,14,44,2,1
fr1698998,,,,,3,,,,,
fr1698999,44,,,,1,999,46,99,,4
fr1699000,99,,,,1,999,99,99,,7
fr1699001,,,,,3,,,,,
fr1699002,53,001,,1,1,17,44,28,2,3
fr1699003,78,001,,4,1,999,15,98,4,3
fr1699004,,,,,3,,,,,
fr1699005,,,,,3,,,,,
fr1699006,12,020,,1,1,999,54,1,2,1
fr1699007,,,,,3,,,,,
fr1699008,24,001,,2,1,15,16,52,9,3
fr1699009,24,001,,2,1,55,23,60,8,4
fr1699010,,,,,3,,,,,
fr1699011,12,001,,9,1,999,21,3,2,4
fr1699012,75,999,,2,1,999,46,1,99,4
fr1699013,,,,,3,,,,,
fr1699014,,,,,3,,,,,
fr1699015,89,999,1,99,1,82,47,12,99,7
fr1699016,,,,,3,,,,,
fr1699017,27,001,,1,1,96,33,45,4,1
fr1699018,,,,,3,,,,,
fr1699019,,,,,3,,,,,
fr1699020,64,002,,1,1,79,56,45,2,4
fr1699021,24,002,,1,1,12,97,60,3,1
fr1699022,73,,,,1,999,47,1,,7
fr1699023,81,,,,1,81,87,52,,7
fr1699024,,,,,3,,,,,
fr1699025,24,009,,1,1,11,97,99,5,2
fr1699026,,,,,3,,,,,
fr1699027,81,,1,,1,81,47,52,,4
fr1699028,81,,,,1,999,99,99,,4
fr1699029,,,,,3,,,,,
fr1699030,,,,,3,,,,,
fr1699031,81,,,,1,82,97,51,,7
fr1699032,64,025,,2,1,71,96,45,4,3
fr1699033,,,,,3,,,,,
fr1699034,,,,,3,,,,,
fr1699035,24,001,,1,1,12,97,60,7,2
fr1699036,,,,,3,,,,,
fr1699037,,,,,3,,,,,
fr1699038,79,,,,1,77,55,3,,4
fr1699039,,,,,3,,,,,
fr1699040,44,,,,1,999,46,99,,4
fr1699041,24,009,,2,1,11,74,60,3,1
fr1699042,24,009,,1,1,11,74,44,4,1
fr1699043,,,,,3,,,,,
fr1699044,81,,,,1,999,47,99,,3
fr1699045,83,,,,1,23,43,52,,4
fr1699046,,,,,3,,,,,
fr1699047,87,,,,1,999,56,1,,3
fr1699048,87,,,,1,98,46,47,,4
fr1699049,87,,,,1,999,46,45,,3
fr1699050,87,001,,2,1,999,46,99,2,3
fr1699051,75,,1,,1,999,46,45,,5
fr1699052,87,,,,1,999,99,99,,7
fr1699053,22,B01,,4,1,76,32,47,8,4
fr1699054,25,998,,3,1,55,54,44,4,2
fr1699055,,,,,3,,,,,
fr1699056,,,,,3,,,,,
fr1699057,,,,,3,,,,,
fr1699058,,,,,3,,,,,
fr1699059,,,,,3,,,,,
fr1699060,12,009,,1,1,999,99,1,2,1
fr1699061,,,,,3,,,,,
fr1699062,,,,,3,,,,,
fr1699063,24,001,,1,1,11,97,44,8,1
fr1699064,,,,,3,,,,,
fr1699065,,,,,3,,,,,
fr1699066,,,,,3,,,,,
fr1699067,81,,,,1,999,99,99,,7
fr1699068,61,001,,1,1,59,54,52,9,1
fr1699069,71,,,,1,92,51,47,,1
fr1699070,73,001,,9,1,9990,96,1,9,3
fr1699071,,,,,3,,,,,
fr1699072,,,,,3,,,,,
fr1699073,,,,,3,,,,,
fr1699074,,,,,3,,,,,
fr1699075,,,,,3,,,,,
fr1699076,,,,,3,,,,,
fr1699077,,,,,3,,,,,
fr1699078,24,001,,1,1,16,74,28,2,2
fr1699079,55,001,,1,1,98,97,48,4,1
fr1699080,,,,,3,,,,,
fr1699081,85,,,,1,999,99,99,,3
fr1699082,,,,,3,,,,,
fr1699083,81,,,,1,30,43,52,,3
fr1699084,,,,,3,,,,,
fr1699085,,,,,3,,,,,
fr1699086,97,,,,1,98,97,3,,4
fr1699087,89,,,,1,82,97,99,,4
fr1699088,24,001,,2,1,11,97,44,4,3
fr1699089,83,999,,8,1,999,99,98,10,5
fr1699090,,,,,3,,,,,
fr1699091,44,009,,2,1,999,46,99,7,1
fr1699092,22,014,,1,1,34,36,50,2,2
fr1699093,,,,,3,,,,,
fr1699094,21,001,,7,1,999,99,1,8,3
fr1699095,,,,,3,,,,,
fr1699096,62,002,,1,1,73,12,60,9,3
fr1699097,86,,,,1,999,99,99,,4
fr1699098,64,002,,2,1,71,46,45,2,4
fr1699099,83,,,,1,30,16,52,,3
fr1699100,81,,,,1,999,47,99,,7
fr1699101,61,001,,1,1,71,12,99,4,3
fr1699102,81,999,,1,1,999,99,99,8,3
fr1699103,,,,,3,,,,,
fr1699104,,,,,3,,,,,
fr1699105,,,,,3,,,,,
fr1699106,,,,,3,,,,,
fr1699107,49,999,,99,2,96,87,47,3,9
fr1699108,11,020,,1,1,49,97,60,4,1
fr1699109,99,,,,1,999,99,51,,7
fr1699110,,,,,3,,,,,
fr1699111,58,B02,,2,1,71,51,99,10,2
fr1699112,,,,,3,,,,,
fr1699113,24,001,,2,1,11,97,44,6,1
fr1699114,,,,,3,,,,,
fr1699115,,,,,3,,,,,
fr1699116,44,B01,,2,1,999,46,99,7,2
fr1699117,,,,,3,,,,,
fr1699118,31,001,,1,1,12,97,60,4,9
fr1699119,21,001,,1,1,71,21,45,3,2
fr1699120,,,,,3,,,,,
fr1699121,81,,,,1,81,43,52,,4
fr1699122,,,,,3,,,,,
fr1699123,21,014,,4,1,23,43,52,4,3
fr1699124,,,,,3,,,,,
fr1699125,99,,1,,1,999,99,99,,3
fr1699126,,,,,3,,,,,
fr1699127,,,,,3,,,,,
fr1699128,,,,,3,,,,,
fr1699129,,,,,3,,,,,
fr1699130,24,001,,2,1,11,54,44,7,1
fr1699131,,,,,3,,,,,
fr1699132,,,,,3,,,,,
fr1699133,71,,,,1,106,51,52,,2
fr1699134,,,,,3,,,,,
fr1699135,,,,,3,,,,,
fr1699136,,,,,3,,,,,
fr1699137,62,996,,9,1,95,11,73,9,3
fr1699138,81,,,,1,81,47,52,,3
fr1699139,79,,,,1,71,81,11,,2
fr1699140,,,,,3,,,,,
fr1699141,,,,,3,,,,,
fr1699142,49,,,,1,999,55,99,,2
fr1699143,78,001,,1,1,999,13,99,2,1
fr1699144,73,001,,1,1,82,47,51,2,7
fr1699145,81,,,,1,999,47,99,,3
fr1699146,,,,,3,,,,,
fr1699147,,,,,3,,,,,
fr1699148,41,001,,3,1,47,33,98,8,2
fr1699149,,,,,3,,,,,
fr1699150,75,,,,1,92,46,45,,1
fr1699151,,,,,3,,,,,
fr1699152,44,,,,1,999,46,99,,3
fr1699153,,,,,3,,,,,
fr1699154,,,,,3,,,,,
fr1699155,,,,,3,,,,,
fr1699156,,,,,3,,,,,
fr1699157,,,,,3,,,,,
fr1699158,,,,,3,,,,,
fr1699159,42,996,,2,1,20,14,52,10,4
fr1699160,,,,,3,,,,,
fr1699161,,,,,3,,,,,
fr1699162,97,,,,1,31,39,49,,3
fr1699163,24,015,,2,1,11,74,44,4,1
fr1699164,97,,,,1,999,46,45,,2
fr1699165,,,,,3,,,,,
fr1699166,,,,,3,,,,,
fr1699167,44,999,,1,1,999,99,99,99,4
fr1699168,22,B01,,2,1,71,32,44,7,2
fr1699169,,,,,3,,,,,
fr1699170,81,,,,1,82,47,20,,3
fr1699171,21,002,,1,1,71,21,50,4,9
fr1699172,79,003,,2,1,71,97,47,2,2
fr1699173,97,,1,,1,999,99,98,,7
fr1699174,83,999,,1,1,81,97,52,99,3
fr1699175,44,,,,1,71,46,45,,3
fr1699176,24,002,,2,1,11,74,98,4,1
fr1699177,44,B02,,1,1,999,46,99,2,7
fr1699178,,,,,3,,,,,
fr1699179,,,,,3,,,,,
fr1699180,,,,,3,,,,,
fr1699181,,,,,3,,,,,
fr1699182,42,001,,10,1,16,14,52,10,3
fr1699183,64,006,,2,1,999,99,98,2,1
fr1699184,,,,,3,,,,,
fr1699185,,,,,3,,,,,
fr1699186,,,,,3,,,,,
fr1699187,25,016,,1,1,999,46,98,2,1
fr1699188,,,,,3,,,,,
fr1699189,89,999,,1,1,77,99,1,99,7
fr1699190,99,,,,1,999,99,1,,7
fr1699191,82,,,,1,82,47,51,,1
fr1699192,24,002,,2,1,11,56,48,4,2
fr1699193,,,,,3,,,,,
fr1699194,,,,,3,,,,,
fr1699195,25,B01,,2,1,56,33,60,7,1
fr1699196,,,,,3,,,,,
fr1699197,83,,,,1,81,43,20,,3
fr1699198,97,,,,1,21,99,20,,3
fr1699199,,,,,3,,,,,
fr1699200,75,,,,1,71,21,45,,4
fr1699201,22,004,,1,1,76,46,1,2,1
fr1699202,,,,,3,,,,,
fr1699203,,,,,3,,,,,
fr1699204,,,,,3,,,,,
fr1699205,,,,,3,,,,,
fr1699206,,,,,3,,,,,
fr1699207,,,,,3,,,,,
fr1699208,,,,,3,,,,,
fr1699209,,,,,3,,,,,
fr1699210,,,,,3,,,,,
fr1699211,,,,,3,,,,,
fr1699212,,,,,3,,,,,
fr1699213,24,001,,2,1,11,46,1,7,3
fr1699214,,,,,3,,,,,
fr1699215,,,,,3,,,,,
fr1699216,,,,,3,,,,,
fr1699217,70,001,,2,1,21,16,52,10,4
fr1699218,,,,,3,,,,,
fr1699219,,,,,3,,,,,
fr1699220,42,001,,2,1,30,71,47,3,4
fr1699221,79,,,,1,79,31,45,,4
fr1699222,29,001,,2,1,28,43,52,7,1
fr1699223,81,,,,1,999,99,99,,4
fr1699224,97,,,,1,20,97,52,,9
fr1699225,86,,,,1,999,21,99,,3
fr1699226,64,004,,4,1,71,99,45,4,4
fr1699227,75,001,,1,1,999,46,99,7,1
fr1699228,75,001,,1,1,98,46,3,2,4
fr1699229,,,,,3,,,,,
fr1699230,25,002,,1,1,51,15,20,2,2
fr1699231,75,999,,1,1,999,96,60,99,5
fr1699232,83,999,,1,1,999,97,99,99,1
fr1699233,24,027,,1,1,12,81,47,4,2
fr1699234,,,,,3,,,,,
fr1699235,,,,,3,,,,,
fr1699236,64,002,,2,1,71,97,47,9,2
fr1699237,24,B01,,2,1,11,74,44,7,3
fr1699238,81,,,,1,82,99,51,,4
fr1699239,12,003,,8,1,999,99,99,8,5
fr1699240,24,008,,3,1,12,74,47,4,3
fr1699241,,,,,3,,,,,
fr1699242,,,,,3,,,,,
fr1699243,39,,,,1,999,46,98,,3
fr1699244,13,001,,1,1,77,16,1,2,1
fr1699245,,,,,3,,,,,
fr1699246,64,019,,1,1,999,55,47,2,3
fr1699247,71,,,,1,999,51,45,,4
fr1699248,,,,,3,,,,,
fr1699249,,,,,3,,,,,
fr1699250,81,,,,1,82,47,99,,4
fr1699251,,,,,3,,,,,
fr1699252,,,,,3,,,,,
fr1699253,,,,,3,,,,,
fr1699254,,,,,3,,,,,
fr1699255,,,,,3,,,,,
fr1699256,81,,,,1,999,99,98,,4
fr1699257,99,001,,3,1,999,14,99,8,4
fr1699258,,,,,3,,,,,
fr1699259,,,,,3,,,,,
fr1699260,47,001,,2,1,999,46,99,3,2
fr1699261,24,001,,2,1,19,43,52,7,1
fr1699262,,,,,3,,,,,
fr1699263,,,,,3,,,,,
fr1699264,24,003,,2,1,11,74,44,3,1
fr1699265,,,,,3,,,,,
fr1699266,,,,,3,,,,,
fr1699267,,,,,3,,,,,
fr1699268,,,,,3,,,,,
fr1699269,64,004,,1,1,71,16,45,9,3
fr1699270,74,001,,11,1,84,99,51,9,4
fr1699271,,,,,3,,,,,
fr1699272,,,,,3,,,,,
fr1699273,,,,,3,,,,,
fr1699274,79,001,,2,1,71,16,45,2,3
fr1699275,,,,,3,,,,,
fr1699276,,,,,3,,,,,
fr1699277,,,,,3,,,,,
fr1699278,,,,,3,,,,,
fr1699279,21,001,,2,1,42,48,52,7,3
fr1699280,62,996,,1,1,84,16,60,2,3
fr1699281,81,,,,1,81,74,52,,4
fr1699282,87,,,,1,999,58,99,,7
fr1699283,,,,,3,,,,,
fr1699284,64,028,,1,1,999,99,99,2,3
fr1699285,,,,,3,,,,,
fr1699286,81,,,,1,84,87,51,,4
fr1699287,,,,,3,,,,,
fr1699288,,,,,3,,,,,
fr1699289,,,,,3,,,,,
fr1699290,13,011,,2,1,999,56,1,7,1
fr1699291,,,,,3,,,,,
fr1699292,,,,,3,,,,,
fr1699293,,,,,3,,,,,
fr1699294,,,,,3,,,,,
fr1699295,,,,,3,,,,,
fr1699296,,,,,3,,,,,
fr1699297,,,,,3,,,,,
fr1699298,,,,,3,,,,,
fr1699299,,,,,3,,,,,
fr1699300,,,,,3,,,,,
fr1699301,,,,,3,,,,,
fr1699302,,,,,3,,,,,
fr1699303,24,004,,4,1,12,23,44,7,2
fr1699304,24,004,,3,1,11,74,44,5,1
fr1699305,,,,,3,,,,,
fr1699306,27,B01,,2,1,43,39,51,8,3
fr1699307,87,,,,1,82,99,98,,7
fr1699308,,,,,3,,,,,
fr1699309,24,001,,1,1,11,39,1,4,3
fr1699310,42,001,,99,1,999,99,99,99,4
fr1699311,99,998,2,10,1,999,99,99,8,8
fr1699312,81,,,,1,82,47,51,,1
fr1699313,55,B01,,2,1,23,16,52,4,1
fr1699314,24,011,,2,1,11,56,60,5,2
fr1699315,,,,,3,,,,,
fr1699316,,,,,3,,,,,
fr1699317,89,,,,1,999,99,1,,7
fr1699318,,,,,3,,,,,
fr1699319,24,001,,1,1,11,74,44,4,1
fr1699320,,,,,3,,,,,
fr1699321,,,,,3,,,,,
fr1699322,,,,,3,,,,,
fr1699323,,,,,3,,,,,
fr1699324,74,999,,9,1,999,46,99,9,3
fr1699325,,,,,3,,,,,
fr1699326,,,,,3,,,,,
fr1699327,,,,,3,,,,,
fr1699328,,,,,3,,,,,
fr1699329,,,,,3,,,,,
fr1699330,,,,,3,,,,,
fr1699331,24,001,,1,1,11,74,60,7,2
fr1699332,21,001,,1,1,55,57,46,7,2
fr1699333,,,,,3,,,,,
fr1699334,83,001,,1,1,81,43,52,99,7
fr1699335,24,017,,1,1,11,56,60,7,2
fr1699336,,,,,3,,,,,
fr1699337,58,001,,3,1,71,46,45,7,2
fr1699338,,,,,3,,,,,
fr1699339,87,999,,99,1,999,21,99,99,4
fr1699340,79,997,1,2,1,71,51,45,4,7
fr1699341,,,,,3,,,,,
fr1699342,41,002,,2,1,76,39,1,4,3
fr1699343,24,001,,2,1,11,23,44,7,1
fr1699344,,,,,3,,,,,
fr1699345,42,001,,1,1,96,99,45,2,1
fr1699346,,,,,3,,,,,
fr1699347,81,,,,1,82,47,99,,7
fr1699348,,,,,3,,,,,
fr1699349,,,,,3,,,,,
fr1699350,99,,,,1,999,46,45,,4
fr1699351,79,,,,1,999,55,1,,2
fr1699352,,,,,3,,,,,
fr1699353,,,,,3,,,,,
fr1699354,,,,,3,,,,,
fr1699355,,,,,3,,,,,
fr1699356,,,,,3,,,,,
fr1699357,,,,,3,,,,,
fr1699358,,,,,3,,,,,
fr1699359,,,,,3,,,,,
fr1699360,64,002,,2,1,71,46,45,2,1
fr1699361,,,,,3,,,,,
fr1699362,81,,,,1,81,47,52,,7
fr1699363,64,003,,9,1,73,11,50,2,4
fr1699364,,,,,3,,,,,
fr1699365,81,,,,1,999,47,51,,4
fr1699366,,,,,3,,,,,
fr1699367,,,,,3,,,,,
fr1699368,,,,,3,,,,,
fr1699369,,,,,3,,,,,
fr1699370,,,,,3,,,,,
fr1699371,,,,,3,,,,,
fr1699372,42,001,,9,1,71,54,98,2,3
fr1699373,,,,,3,,,,,
fr1699374,,,,,3,,,,,
fr1699375,91,001,,2,1,76,54,1,7,3
fr1699376,,,,,3,,,,,
fr1699377,,,,,3,,,,,
fr1699378,,,,,3,,,,,
fr1699379,,,,,3,,,,,
fr1699380,,,,,3,,,,,
fr1699381,,,,,3,,,,,
fr1699382,,,,,3,,,,,
fr1699383,,,,,3,,,,,
fr1699384,,,,,3,,,,,
fr1699385,,,,,3,,,,,
fr1699386,24,005,,3,1,11,74,44,6,3
fr1699387,,,,,3,,,,,
fr1699388,,,,,3,,,,,
fr1699389,24,006,,1,1,13,54,44,2,1
fr1699390,75,999,,1,1,98,46,1,2,2
fr1699391,89,,,,1,29,47,52,,4
fr1699392,,,,,3,,,,,
fr1699393,78,001,1,11,1,77,71,1,10,5
fr1699394,79,999,,1,1,999,58,1,2,1
fr1699395,83,001,,1,1,26,43,60,2,1
fr1699396,,,,,3,,,,,
fr1699397,,,,,3,,,,,
fr1699398,,,,,3,,,,,
fr1699399,81,,,,1,82,47,20,,7
fr1699400,81,,,,1,81,99,52,,3
fr1699401,64,002,,2,1,79,52,45,9,4
fr1699402,13,001,,2,1,96,13,60,5,3
fr1699403,,,,,3,,,,,
fr1699404,83,,,,1,81,43,52,,3
fr1699405,75,,,,1,999,99,99,,4
fr1699406,,,,,3,,,,,
fr1699407,78,002,,2,1,71,54,45,4,2
fr1699408,22,B01,,3,1,28,96,52,7,3
fr1699409,,,,,3,,,,,
fr1699410,62,996,,1,1,98,11,47,9,3
fr1699411,73,001,,8,1,999,47,99,8,5
fr1699412,25,003,,2,1,71,33,45,4,2
fr1699413,81,,,,1,81,43,52,,3
fr1699414,81,,,,1,81,47,52,,5
fr1699415,81,,,,1,81,99,52,,2
fr1699416,24,014,,2,1,11,74,44,4,2
fr1699417,79,,,,1,999,46,98,,4
fr1699418,22,002,,3,1,71,31,45,3,3
fr1699419,,,,,3,,,,,
fr1699420,,,,,3,,,,,
fr1699421,87,,,,1,999,48,99,,1
fr1699422,62,996,,1,1,73,11,20,9,2
fr1699423,,,,,3,,,,,
fr1699424,87,,,,1,999,99,99,,7
fr1699425,,,,,3,,,,,
fr1699426,,,,,3,,,,,
fr1699427,,,,,3,,,,,
fr1699428,99,,,,1,999,99,1,,7
fr1699429,,,,,3,,,,,
fr1699430,81,,,,1,999,99,51,,4
fr1699431,81,,,,1,81,43,52,,3
