id,area_of_origin,level_of_origin,exposures,extent_of_fire,final_incident_type,ignition_source,material_first_ignited,possible_cause,smoke_spread,Status_of_Fire_On_Arrival
fr1713008,24,004,,1,1,11,74,47,4,1
fr1713009,31,001,,1,1,69,13,51,3,4
fr1713010,39,001,,1,1,12,43,52,4,1
fr1713011,44,B01,,3,1,999,46,45,7,2
fr1713012,44,001,,1,1,71,46,45,2,1
fr1713013,24,017,,2,1,11,97,44,4,1
fr1713014,44,001,,1,1,999,46,45,2,1
fr1713015,24,003,,1,1,11,74,98,3,1
fr1713016,23,010,,2,1,11,23,60,4,1
fr1713017,13,017,,1,1,999,99,45,2,2
fr1713018,24,001,,1,1,12,74,28,4,3
fr1713019,44,B01,,1,1,999,46,45,7,1
fr1713020,44,B01,,2,1,71,46,47,7,2
fr1713021,44,B01,,1,1,999,46,45,2,1
fr1713022,25,003,,1,1,55,36,47,4,1
fr1713023,42,B01,,1,1,51,54,60,2,1
fr1713024,44,001,,1,1,999,99,45,2,2
fr1713025,44,001,,1,1,999,46,99,7,9
fr1713026,,,,,3,,,,,
fr1713027,,,,,3,,,,,
fr1713028,31,001,,1,1,999,56,99,2,1
fr1713029,25,006,,1,1,77,56,50,4,1
fr1713030,27,001,,1,1,43,43,52,2,1
fr1713031,44,B01,,1,1,999,46,45,4,2
fr1713032,50,B01,,2,1,55,56,46,7,2
fr1713033,44,002,,2,1,999,46,99,2,1
fr1713034,12,006,,2,1,999,41,99,2,1
fr1713035,46,001,,1,1,19,97,99,3,1
fr1713036,24,007,,1,1,11,54,60,2,1
fr1713037,24,010,,2,1,11,97,44,3,1
fr1713038,44,001,,1,1,999,99,99,2,1
fr1713039,52,001,,1,1,32,58,46,2,1
fr1713040,44,B01,,1,1,98,46,45,2,1
fr1713041,24,001,,1,1,11,97,44,4,2
fr1713042,44,003,,1,1,77,46,45,4,8
fr1713043,21,004,,2,1,47,97,52,4,1
fr1713044,24,003,,1,1,11,99,44,4,1
fr1713045,24,001,,1,1,11,16,46,4,1
fr1713046,44,B01,,1,1,999,99,45,2,1
fr1713047,44,001,,1,1,999,46,99,6,4
fr1713048,31,001,,2,1,999,87,98,2,1
fr1713049,12,002,,1,1,33,46,45,3,1
fr1713050,64,014,,2,1,71,39,47,3,2
fr1713051,21,004,,1,1,999,31,98,2,9
fr1713052,42,B02,,1,1,21,99,20,2,1
fr1713053,43,001,,1,1,29,43,52,4,1
fr1713054,60,B01,,1,1,72,35,60,4,1
fr1713055,44,B01,,1,1,999,99,45,7,3
fr1713056,12,009,,2,1,52,43,52,2,1
fr1713057,44,001,,1,1,999,46,99,7,2
fr1713058,24,001,,1,1,11,74,98,2,1
fr1713059,22,001,,1,1,71,29,50,3,2
fr1713060,24,003,,2,1,11,74,44,2,1
fr1713061,24,002,,2,1,11,74,44,5,1
fr1713062,44,001,,1,1,999,56,45,2,3
fr1713063,13,002,,1,1,999,99,99,7,1
fr1713064,23,001,,2,1,71,41,45,4,1
fr1713065,25,002,,1,1,999,34,99,4,1
fr1713066,30,001,,2,1,52,54,52,2,2
fr1713067,60,996,,1,1,84,43,51,7,1
fr1713068,44,001,,1,1,999,46,99,2,1
fr1713069,44,002,,2,1,999,46,99,2,2
fr1713070,31,001,,1,1,999,56,46,3,1
fr1713071,24,004,,1,1,71,46,45,3,1
fr1713072,24,B01,,1,1,12,74,28,2,2
fr1713073,44,014,,1,1,999,96,99,2,1
fr1713074,44,002,,1,1,71,46,45,2,1
fr1713075,24,002,,2,1,11,74,44,4,1
fr1713076,24,001,,2,1,11,23,44,4,1
fr1713077,12,001,,1,1,999,97,99,4,1
fr1713078,24,012,,2,1,11,74,47,5,1
fr1713079,97,999,,1,1,98,97,99,2,1
fr1713080,24,003,,2,1,11,74,60,4,1
fr1713081,44,,,,1,71,46,45,,1
fr1713082,81,,,,1,81,47,52,,5
fr1713083,81,,,,1,85,99,12,,3
fr1713084,81,,,,1,81,99,51,,3
fr1713085,81,,,,1,81,99,98,,7
fr1713086,64,002,,1,1,999,55,98,2,1
fr1713087,27,001,,1,1,43,99,52,2,3
fr1713088,81,,,,1,81,47,52,,3
fr1713089,24,001,,1,1,49,43,52,2,1
fr1713090,99,,,,1,84,99,98,,2
fr1713091,81,,,,1,81,47,98,,7
fr1713092,97,,,,1,999,41,99,,2
fr1713093,21,012,,2,1,999,21,46,3,1
fr1713094,81,,,,1,82,97,12,,3
fr1713095,82,,,,1,84,97,51,,2
fr1713096,24,001,,2,1,11,74,44,7,1
fr1713097,24,001,,1,1,11,74,60,2,2
fr1713098,,,,,3,,,,,
fr1713099,,,,,3,,,,,
fr1713100,24,008,,2,1,11,56,47,4,1
fr1713101,44,,,,1,71,46,47,,3
fr1713102,44,999,,1,1,999,46,99,2,3
fr1713103,75,,,,1,999,46,98,,3
fr1713104,64,002,,2,1,71,15,45,9,1
fr1713105,97,,,,1,81,16,52,,1
fr1713106,81,,,,1,999,47,51,,5
fr1713107,81,,,,1,999,99,51,,1
fr1713108,81,,,,1,81,47,99,,7
fr1713109,27,001,,1,1,43,33,51,2,2
fr1713110,21,B01,,1,1,71,34,47,7,1
fr1713111,97,999,,1,1,75,34,11,99,1
fr1713112,97,004,,1,1,999,41,3,3,1
fr1713113,44,001,,1,1,999,46,45,4,2
fr1713114,49,001,,1,1,28,99,52,2,1
fr1713115,49,001,,1,1,24,43,60,2,1
fr1713116,,,,,3,,,,,
fr1713117,91,,,,1,999,47,99,,7
fr1713118,64,007,,2,1,71,56,45,7,4
fr1713119,44,001,,1,1,96,46,45,4,2
fr1713120,22,005,,2,1,71,31,47,5,2
fr1713121,44,001,,2,1,999,56,98,2,3
fr1713122,44,001,,1,1,93,46,45,9,3
fr1713123,,,,,3,,,,,
fr1713124,51,B02,,1,1,999,83,60,7,2
fr1713125,97,B01,,1,1,72,48,60,2,3
fr1713126,70,B01,,1,1,30,55,20,2,3
fr1713127,12,B01,,1,1,999,39,3,2,1
fr1713128,89,,,,1,84,99,51,,4
fr1713129,27,B01,,1,1,43,39,60,3,1
fr1713130,,,,,1,,,,,
fr1713131,,,,,3,,,,,
fr1713132,24,001,,8,1,11,74,60,8,3
fr1713133,31,001,,2,1,41,79,51,4,1
fr1713134,,,,,3,,,,,
fr1713135,,,,,3,,,,,
fr1713136,75,,,,1,999,51,99,,4
fr1713137,79,,,,1,999,51,99,,3
fr1713138,,,,,3,,,,,
fr1713139,,,,,3,,,,,
fr1713140,,,,,3,,,,,
fr1713141,34,B03,,1,1,73,23,49,3,1
fr1713142,,,,,3,,,,,
fr1713143,,,,,3,,,,,
fr1713144,24,003,,1,1,11,56,47,6,2
fr1713145,31,001,,2,1,83,56,52,6,1
fr1713146,64,001,,2,1,73,12,47,7,1
fr1713147,,,,,3,,,,,
fr1713148,22,B01,,1,1,71,31,46,4,2
fr1713149,,,,,3,,,,,
fr1713150,99,999,,99,1,999,99,99,99,3
fr1713151,11,001,,1,1,71,46,3,2,1
fr1713152,,,,,1,,,,,
fr1713153,,,,,3,,,,,
fr1713154,,,,,1,,,,,
fr1713155,,,,,3,,,,,
fr1713156,,,,,3,,,,,
fr1713157,12,008,,2,1,52,55,52,4,2
fr1713158,99,003,2,5,1,999,99,99,6,4
fr1713159,,,,,3,,,,,
fr1713160,81,,,,1,81,43,52,,4
fr1713161,81,,1,,1,82,43,51,,7
fr1713162,81,,,,1,82,97,98,,5
fr1713163,,,,,3,,,,,
fr1713164,,,,,3,,,,,
fr1713165,,,,,3,,,,,
fr1713166,,,,,3,,,,,
fr1713167,81,,,,1,82,47,98,,4
fr1713168,,,,,1,,,,,
fr1713169,50,B01,,7,1,999,99,99,8,3
fr1713170,99,999,1,10,1,999,55,99,99,4
fr1713171,,,,,3,,,,,
fr1713172,81,,,,1,81,47,12,,7
fr1713173,,,,,3,,,,,
fr1713174,24,001,,2,1,11,74,60,4,1
fr1713175,74,999,,1,1,98,96,60,2,1
fr1713176,,,,,3,,,,,
fr1713177,,,,,3,,,,,
fr1713178,46,001,,2,1,999,56,99,4,2
fr1713179,,,,,3,,,,,
fr1713180,74,,,,1,999,46,99,,4
fr1713181,97,,,,1,999,97,60,,1
fr1713182,,,,,3,,,,,
fr1713183,44,,,,1,999,51,98,,4
fr1713184,,,,,3,,,,,
fr1713185,,,,,3,,,,,
fr1713186,,,,,3,,,,,
fr1713187,,,,,3,,,,,
fr1713188,24,002,,2,1,11,74,44,4,1
fr1713189,52,001,,1,1,23,99,52,2,1
fr1713190,21,007,,2,1,48,32,51,7,4
fr1713191,,,,,3,,,,,
fr1713192,,,,,3,,,,,
fr1713193,,,,,1,,,,,
fr1713194,99,,,,1,999,99,99,,7
fr1713195,,,,,3,,,,,
fr1713196,,,,,3,,,,,
fr1713197,,,,,3,,,,,
fr1713198,,,,,3,,,,,
fr1713199,83,B01,,1,1,81,43,20,2,4
fr1713200,81,,,,1,81,47,52,,7
fr1713201,64,002,,2,1,73,11,60,2,2
fr1713202,64,062,,2,1,71,29,45,2,3
fr1713203,22,026,,3,1,71,31,45,6,3
fr1713204,,,,,3,,,,,
fr1713205,,,,,1,,,,,
fr1713206,,,,,3,,,,,
fr1713207,,,,,3,,,,,
fr1713208,24,001,,1,1,49,43,52,7,3
fr1713209,22,001,,3,1,83,58,52,7,2
fr1713210,,,,,1,,,,,
fr1713211,24,999,,2,1,11,74,60,4,2
fr1713212,,,,,3,,,,,
fr1713213,,,,,3,,,,,
fr1713214,75,999,,9,1,999,99,99,9,4
fr1713215,42,001,,2,1,999,48,1,3,4
fr1713216,84,,,,1,82,71,51,,4
fr1713217,,,,,1,,,,,
fr1713218,24,030,,2,1,11,99,44,4,1
fr1713219,,,,,3,,,,,
fr1713220,89,,,,1,82,47,51,,1
fr1713221,,,,,3,,,,,
fr1713222,,,,,3,,,,,
fr1713223,97,,,,1,77,81,4,,9
fr1713224,,,,,3,,,,,
fr1713225,24,001,,2,1,11,97,44,4,1
fr1713226,64,008,,4,1,999,48,99,7,5
fr1713227,13,020,,1,1,77,41,3,2,1
fr1713228,24,,,,1,81,19,20,,1
fr1713229,32,001,,1,1,30,54,60,3,1
fr1713230,22,002,,2,1,55,14,47,3,2
fr1713231,89,,,,1,82,99,51,,7
fr1713232,27,B01,,4,1,43,33,52,10,3
fr1713233,22,002,,1,1,98,41,47,5,1
fr1713234,42,001,,1,1,19,54,52,4,1
fr1713235,,,,,3,,,,,
fr1713236,,,,,3,,,,,
fr1713237,27,001,,1,1,43,97,28,7,2
fr1713238,,,,,3,,,,,
fr1713239,,,,,3,,,,,
fr1713240,24,002,,2,1,11,23,44,4,2
fr1713241,85,,,,1,999,99,99,,7
fr1713242,27,B01,,1,1,43,54,28,4,3
fr1713243,81,,,,1,999,47,99,,7
fr1713244,24,001,,2,1,77,14,47,2,2
fr1713245,,,,,3,,,,,
fr1713246,78,001,,2,1,14,62,98,2,3
fr1713247,24,001,,1,1,11,74,28,3,2
fr1713248,,,,,3,,,,,
fr1713249,55,001,,1,1,21,16,52,3,1
fr1713250,81,,,,1,81,99,52,,3
fr1713251,78,001,,1,1,92,46,1,9,4
fr1713252,81,,,,1,82,47,51,,7
fr1713253,81,,,,1,81,47,99,,7
fr1713254,,,,,3,,,,,
fr1713255,64,001,,1,1,999,96,99,2,1
fr1713256,79,,,,1,92,51,44,,3
fr1713257,26,B01,,7,1,83,14,52,10,4
fr1713258,29,003,,2,1,42,31,52,4,3
fr1713259,24,B01,,2,1,11,74,44,7,1
fr1713260,,,,,3,,,,,
fr1713261,53,001,,1,1,36,44,28,2,2
fr1713262,22,001,,2,1,28,48,52,7,3
fr1713263,66,B01,,7,1,24,43,52,8,2
fr1713264,11,001,,1,1,76,46,3,2,9
fr1713265,24,B01,,2,1,15,97,51,7,3
fr1713266,,,,,3,,,,,
fr1713267,55,006,,2,1,72,96,47,7,9
fr1713268,,,,,3,,,,,
fr1713269,64,003,,2,1,71,46,47,9,4
fr1713270,,,,,3,,,,,
fr1713271,79,997,,1,1,9990,21,1,99,1
fr1713272,990,004,,3,1,9990,990,990,4,4
fr1713273,,,,,1,,,,,
fr1713274,,,,,3,,,,,
fr1713275,22,B01,,4,1,71,99,47,8,3
fr1713276,,,,,3,,,,,
fr1713277,,,,,3,,,,,
fr1713278,81,,,,1,999,99,98,,3
fr1713279,,,,,3,,,,,
fr1713280,,,,,3,,,,,
fr1713281,,,,,3,,,,,
fr1713282,,,,,1,,,,,
fr1713283,64,006,,2,1,999,46,47,5,3
fr1713284,24,001,,1,1,12,19,28,4,1
fr1713285,,,,,3,,,,,
fr1713286,,,,,3,,,,,
fr1713287,71,,,,1,71,51,47,,3
fr1713288,25,001,,2,1,77,46,1,4,1
fr1713289,81,,,,1,82,47,12,,3
fr1713290,79,,,,1,76,97,4,,3
fr1713291,97,,,,1,77,54,1,,3
fr1713292,66,996,,11,1,24,97,52,7,2
fr1713293,,,,,3,,,,,
fr1713294,99,,,,1,999,51,99,,4
fr1713295,,,,,3,,,,,
fr1713296,,,,,3,,,,,
fr1713297,,,,,3,,,,,
fr1713298,,,,,3,,,,,
fr1713299,,,,,3,,,,,
fr1713300,,,,,3,,,,,
fr1713301,,,,,3,,,,,
fr1713302,,,,,3,,,,,
fr1713303,,,,,3,,,,,
fr1713304,65,B01,,1,1,79,46,45,4,3
fr1713305,,,,,3,,,,,
fr1713306,70,,,,1,999,55,99,,4
fr1713307,79,001,1,1,1,71,97,45,99,2
fr1713308,,,,,3,,,,,
fr1713309,,,,,3,,,,,
fr1713310,,,,,3,,,,,
fr1713311,,,,,3,,,,,
fr1713312,,,,,3,,,,,
fr1713313,,,,,3,,,,,
fr1713314,,,,,3,,,,,
fr1713315,,,,,3,,,,,
fr1713316,,,,,3,,,,,
fr1713317,44,B01,,1,1,93,46,45,2,3
fr1713318,99,998,,11,1,999,99,99,10,5
fr1713319,62,996,,1,1,21,11,52,2,3
fr1713320,62,996,,2,1,73,79,47,99,1
fr1713321,24,003,,2,1,12,48,44,3,1
fr1713322,29,B01,,1,1,43,97,99,4,1
fr1713323,,,,,3,,,,,
fr1713324,,,,,3,,,,,
fr1713325,61,997,,2,1,98,12,99,2,4
fr1713326,22,007,,2,1,29,54,52,4,3
fr1713327,,,,,3,,,,,
fr1713328,91,,,,1,999,47,99,,7
fr1713329,81,,,,1,81,47,99,,3
fr1713330,,,,,3,,,,,
fr1713331,53,999,,2,1,17,15,46,3,3
fr1713332,,,,,3,,,,,
fr1713333,,,,,3,,,,,
fr1713334,,,,,3,,,,,
fr1713335,86,,,,1,81,43,52,,7
fr1713336,24,001,,2,1,11,23,44,4,2
fr1713337,,,,,3,,,,,
fr1713338,55,B01,,4,1,23,16,52,8,3
fr1713339,63,,,,1,71,56,45,,4
fr1713340,,,,,3,,,,,
fr1713341,,,,,3,,,,,
fr1713342,,,,,3,,,,,
fr1713343,,,,,3,,,,,
fr1713344,44,020,,1,1,999,46,60,6,9
fr1713345,22,997,,2,1,71,13,50,7,1
fr1713346,44,B01,,1,1,999,46,45,2,2
fr1713347,50,B01,,3,1,24,33,52,7,3
fr1713348,89,999,,1,1,999,79,98,99,3
fr1713349,,,,,3,,,,,
fr1713350,,,,,3,,,,,
fr1713351,,,,,3,,,,,
fr1713352,,,,,3,,,,,
fr1713353,44,001,,1,1,999,46,99,2,5
fr1713354,,,,,3,,,,,
fr1713355,,,,,3,,,,,
fr1713356,,,,,3,,,,,
fr1713357,,,,,3,,,,,
fr1713358,,,,,1,,,,,
fr1713359,86,,,,1,76,58,1,,1
fr1713360,22,002,,2,1,30,31,52,6,2
fr1713361,,,,,3,,,,,
fr1713362,,,,,3,,,,,
fr1713363,,,,,1,,,,,
fr1713364,,,,,3,,,,,
fr1713365,,,,,3,,,,,
fr1713366,,,,,3,,,,,
fr1713367,75,,,,1,71,46,45,,4
fr1713368,,,,,3,,,,,
fr1713369,,,,,3,,,,,
fr1713370,,,,,3,,,,,
fr1713371,,,,,3,,,,,
fr1713372,,,,,3,,,,,
fr1713373,,,,,3,,,,,
fr1713374,,,,,3,,,,,
fr1713375,,,,,3,,,,,
fr1713376,,,,,3,,,,,
fr1713377,,,,,3,,,,,
fr1713378,,,,,3,,,,,
fr1713379,,,,,3,,,,,
fr1713380,,,,,3,,,,,
fr1713381,,,,,3,,,,,
fr1713382,24,003,,2,1,11,74,44,5,1
fr1713383,,,,,3,,,,,
fr1713384,81,,,,1,82,47,99,,7
fr1713385,,,,,3,,,,,
fr1713386,,,,,3,,,,,
fr1713387,,,,,3,,,,,
fr1713388,,,,,3,,,,,
fr1713389,,,,,3,,,,,
fr1713390,99,,,,1,999,99,99,,9
fr1713391,49,B01,,2,1,28,97,52,4,2
fr1713392,,,,,3,,,,,
fr1713393,,,,,3,,,,,
fr1713394,21,004,,1,1,999,46,99,3,2
fr1713395,,,,,3,,,,,
fr1713396,81,,,,1,82,97,99,,7
fr1713397,,,,,3,,,,,
fr1713398,,,,,3,,,,,
fr1713399,,,,,3,,,,,
fr1713400,24,001,,1,1,12,97,60,4,3
fr1713401,,,,,3,,,,,
fr1713402,97,,,,1,999,99,45,,4
fr1713403,99,,,,1,999,99,99,,3
fr1713404,,,,,3,,,,,
fr1713405,84,,,,1,999,47,60,,7
fr1713406,,,,,1,,,,,
fr1713407,31,001,,1,1,41,19,28,2,2
fr1713408,97,,,,1,999,46,99,,9
fr1713409,24,001,,5,1,11,74,44,5,3
fr1713410,,,,,3,,,,,
fr1713411,22,001,,2,1,28,33,60,4,1
fr1713412,,,,,3,,,,,
fr1713413,,,,,3,,,,,
fr1713414,81,,,,1,999,99,99,,4
fr1713415,73,B01,1,2,1,999,56,99,4,2
fr1713416,44,,,,1,77,39,3,,3
fr1713417,83,999,,1,1,81,47,52,2,4
fr1713418,,,,,3,,,,,
fr1713419,22,003,,2,1,71,31,47,7,3
fr1713420,81,,,,1,81,43,52,,4
fr1713421,81,,,,1,81,99,20,,1
fr1713422,42,001,,1,1,26,39,49,7,1
fr1713423,89,,,,1,81,47,51,,7
fr1713424,81,,,,1,999,47,98,,4
fr1713425,99,,,,1,999,46,99,,4
fr1713426,,,,,3,,,,,
fr1713427,64,015,,1,1,999,99,98,2,1
fr1713428,,,,,3,,,,,
fr1713429,,,,,3,,,,,
fr1713430,24,006,,2,1,11,99,60,3,2
fr1713431,,,,,1,,,,,
fr1713432,44,,,,1,999,21,1,,1
fr1713433,42,001,,4,1,77,96,1,4,4
fr1713434,81,,,,1,999,99,51,,7
fr1713435,,,,,3,,,,,
fr1713436,,,,,3,,,,,
fr1713437,,,,,3,,,,,
fr1713438,27,001,,1,1,96,33,73,3,3
fr1713439,24,012,,1,1,11,23,60,3,1
fr1713440,,,,,3,,,,,
fr1713441,64,001,,1,1,77,55,1,2,1
fr1713442,,,,,3,,,,,
fr1713443,,,,,3,,,,,
fr1713444,31,001,,2,1,72,75,46,6,4
fr1713445,,,,,3,,,,,
fr1713446,64,997,,1,1,999,55,99,99,1
fr1713447,,,,,3,,,,,
fr1713448,22,005,,2,1,51,31,52,3,2
fr1713449,,,,,3,,,,,
fr1713450,,,,,3,,,,,
fr1713451,,,,,3,,,,,
fr1713452,22,002,,3,1,71,31,47,7,2
fr1713453,,,,,3,,,,,
fr1713454,,,,,3,,,,,
fr1713455,24,001,,2,1,11,74,44,3,3
fr1713456,,,,,3,,,,,
fr1713457,,,,,3,,,,,
fr1713458,,,,,3,,,,,
fr1713459,25,B01,,2,1,55,23,46,3,1
fr1713460,,,,,3,,,,,
fr1713461,,,,,3,,,,,
fr1713462,24,B01,,1,1,11,74,60,7,2
fr1713463,99,,,,1,999,47,99,,7
fr1713464,,,,,3,,,,,
fr1713465,24,003,,1,1,11,74,28,2,2
fr1713466,,,,,3,,,,,
fr1713467,64,007,,2,1,72,51,47,2,9
fr1713468,,,,,3,,,,,
fr1713469,64,003,,1,1,71,52,60,9,3
fr1713470,,,,,3,,,,,
fr1713471,53,002,,1,1,17,19,28,2,2
fr1713472,81,,,,1,98,99,51,,4
fr1713473,,,,,3,,,,,
fr1713474,,,,,3,,,,,
fr1713475,50,B01,,1,1,77,21,1,8,3
fr1713476,,,,,3,,,,,
fr1713477,99,001,1,11,1,999,99,99,8,5
fr1713478,24,001,,1,1,11,74,28,3,2
fr1713479,,,,,3,,,,,
fr1713480,,,,,3,,,,,
fr1713481,44,B01,,1,1,71,46,45,4,1
fr1713482,27,B01,,2,1,43,57,28,4,2
fr1713483,24,001,,2,1,11,99,98,7,2
fr1713484,69,002,,4,1,55,96,60,7,3
fr1713485,84,,,,1,82,47,99,,7
fr1713486,,,,,3,,,,,
fr1713487,,,,,3,,,,,
fr1713488,,,,,3,,,,,
fr1713489,22,B01,,2,1,30,32,60,7,3
fr1713490,89,,,,1,999,97,1,,4
fr1713491,,,,,3,,,,,
fr1713492,,,,,3,,,,,
fr1713493,,,,,3,,,,,
fr1713494,42,001,,2,1,47,48,52,7,3
fr1713495,75,,,,1,999,46,99,,4
fr1713496,,,,,3,,,,,
fr1713497,81,,,,1,82,99,99,,3
fr1713498,62,996,,2,1,999,55,99,3,1
fr1713499,,,,,3,,,,,
fr1713500,,,,,3,,,,,
fr1713501,97,,,,1,108,83,45,,1
fr1713502,49,,,,1,93,12,45,,4
fr1713503,,,,,3,,,,,
fr1713504,44,,,,1,999,46,99,,4
fr1713505,21,001,,2,1,79,21,1,4,2
fr1713506,24,001,,1,1,13,33,44,7,3
fr1713507,,,,,3,,,,,
fr1713508,31,001,,2,1,69,87,60,4,2
fr1713509,72,001,,9,1,14,71,46,9,4
fr1713510,97,,,,1,71,55,1,,3
fr1713511,24,007,,1,1,11,74,44,5,1
fr1713512,97,,,,1,999,99,99,,4
fr1713513,81,,,,1,999,47,99,,4
fr1713514,,,,,3,,,,,
fr1713515,,,,,3,,,,,
fr1713516,,,,,3,,,,,
fr1713517,,,,,3,,,,,
fr1713518,,,,,3,,,,,
fr1713519,,,,,3,,,,,
fr1713520,24,003,,1,1,12,56,60,4,1
fr1713521,,,,,3,,,,,
fr1713522,44,B01,,1,1,999,56,45,2,2
fr1713523,69,996,,9,1,96,79,60,9,3
fr1713524,,,,,3,,,,,
fr1713525,,,,,3,,,,,
fr1713526,24,002,,2,1,11,74,44,4,1
fr1713527,,,,,3,,,,,
fr1713528,,,,,3,,,,,
fr1713529,78,998,1,10,1,71,51,45,10,5
fr1713530,74,,,,1,999,99,98,,7
fr1713531,24,008,,2,1,11,74,44,4,1
fr1713532,,,,,3,,,,,
fr1713533,,,,,3,,,,,
fr1713534,,,,,3,,,,,
fr1713535,53,001,,1,1,39,44,28,2,3
fr1713536,,,,,3,,,,,
fr1713537,,,,,3,,,,,
fr1713538,,,,,3,,,,,
fr1713539,85,,,,1,81,47,20,,7
fr1713540,99,,,,1,999,99,99,,5
fr1713541,22,001,,3,1,999,99,99,7,5
fr1713542,,,,,3,,,,,
fr1713543,86,,,,1,999,99,1,,7
fr1713544,52,001,,1,1,62,43,51,8,1
fr1713545,,,,,3,,,,,
fr1713546,22,001,,1,1,55,32,47,4,1
fr1713547,,,,,3,,,,,
fr1713548,46,,,,1,41,59,44,,7
fr1713549,24,003,,1,1,16,74,28,2,1
fr1713550,,,,,1,,,,,
fr1713551,86,,,,1,98,47,1,,3
fr1713552,,,,,3,,,,,
fr1713553,24,003,,1,1,11,54,44,4,1
fr1713554,,,,,3,,,,,
fr1713555,,,,,3,,,,,
fr1713556,31,,,,1,23,43,52,,2
fr1713557,,,,,3,,,,,
fr1713558,44,,,,1,999,46,99,,3
fr1713559,11,001,,1,1,999,13,1,4,4
fr1713560,,,,,3,,,,,
fr1713561,73,999,,1,1,999,46,1,9,1
fr1713562,79,B01,,2,1,999,31,1,6,4
fr1713563,22,016,,2,1,42,32,99,4,3
fr1713564,,,,,3,,,,,
fr1713565,,,,,3,,,,,
fr1713566,,,,,3,,,,,
fr1713567,81,,,,1,81,43,52,,1
fr1713568,,,,,3,,,,,
fr1713569,62,003,,2,1,71,46,45,6,3
fr1713570,,,,,3,,,,,
fr1713571,,,,,3,,,,,
fr1713572,,,,,3,,,,,
fr1713573,,,,,3,,,,,
fr1713574,21,001,,1,1,55,21,60,7,1
fr1713575,,,,,3,,,,,
fr1713576,71,,,,1,92,55,80,,3
fr1713577,75,001,,1,1,71,46,45,9,1
fr1713578,64,003,,1,1,71,41,99,4,9
fr1713579,,,,,3,,,,,
fr1713580,,,,,3,,,,,
fr1713581,,,,,3,,,,,
fr1713582,,,,,3,,,,,
fr1713583,,,,,1,,,,,
fr1713584,44,,,,1,999,31,99,,5
fr1713585,,,,,3,,,,,
fr1713586,81,,,,1,88,47,1,,3
fr1713587,,,,,3,,,,,
fr1713588,,,,,3,,,,,
fr1713589,,,,,3,,,,,
fr1713590,24,B01,,1,1,11,97,44,7,3
fr1713591,24,008,,1,1,999,56,99,6,3
fr1713592,82,,,,1,82,47,51,,1
fr1713593,73,,3,,1,999,47,1,,7
fr1713594,,,,,3,,,,,
fr1713595,81,,,,1,82,79,51,,3
fr1713596,99,,,,1,999,99,99,,7
fr1713597,,,,,3,,,,,
fr1713598,22,009,,3,1,79,99,47,4,3
fr1713599,,,,,3,,,,,
fr1713600,,,,,3,,,,,
fr1713601,,,,,3,,,,,
fr1713602,25,003,,2,1,84,54,51,2,2
fr1713603,61,B01,,2,1,999,55,3,3,3
fr1713604,,,,,3,,,,,
fr1713605,24,001,,1,1,11,74,60,4,1
fr1713606,59,002,,9,1,30,16,52,9,3
fr1713607,,,,,3,,,,,
fr1713608,73,001,,1,1,999,56,1,9,2
fr1713609,21,002,,2,1,47,48,52,4,3
fr1713610,,,,,3,,,,,
fr1713611,,,,,1,,,,,
fr1713612,,,,,1,,,,,
fr1713613,,,,,3,,,,,
fr1713614,27,002,,1,1,43,97,28,4,2
fr1713615,,,,,3,,,,,
fr1713616,21,017,,2,1,999,21,99,4,2
fr1713617,81,,,,1,81,47,52,,7
fr1713618,25,017,,1,1,84,54,51,3,1
fr1713619,86,,,,1,999,99,99,,7
fr1713620,,,,,3,,,,,
fr1713621,,,,,3,,,,,
fr1713622,24,002,,4,1,11,99,44,5,3
fr1713623,79,997,,9,1,14,97,60,2,4
fr1713624,,,,,3,,,,,
fr1713625,,,,,3,,,,,
fr1713626,13,024,,1,1,999,39,47,7,2
fr1713627,74,,,,1,999,39,1,,4
fr1713628,24,003,,1,1,16,74,44,4,1
fr1713629,27,001,,2,1,43,32,44,7,2
fr1713630,,,,,3,,,,,
fr1713631,81,,,,1,999,99,12,,7
fr1713632,57,001,,1,1,31,97,28,4,1
fr1713633,75,,,,1,999,46,99,,3
fr1713634,61,001,1,9,1,999,51,1,9,4
fr1713635,,,,,3,,,,,
fr1713636,64,007,,2,1,999,58,98,4,4
fr1713637,71,,,,1,71,99,45,,4
fr1713638,,,,,3,,,,,
fr1713639,,,,,3,,,,,
fr1713640,79,,,,1,92,55,60,,3
fr1713641,,,,,3,,,,,
fr1713642,,,,,3,,,,,
fr1713643,81,,,,1,81,96,52,,7
fr1713644,21,001,,3,1,71,46,45,7,3
fr1713645,,,,,3,,,,,
fr1713646,,,,,3,,,,,
fr1713647,81,,,,1,999,47,99,,4
fr1713648,86,,,,1,98,47,1,,7
fr1713649,52,B01,,1,1,32,62,51,2,1
fr1713650,81,,,,1,999,99,99,,4
fr1713651,81,,,,1,81,43,52,,7
fr1713652,81,,,,1,81,47,12,,9
fr1713653,,,,,3,,,,,
fr1713654,24,010,,2,1,11,74,44,3,1
fr1713655,81,,,,1,999,97,99,,4
fr1713656,27,001,,1,1,43,34,99,4,1
fr1713657,,,,,3,,,,,
fr1713658,22,006,,1,1,999,57,99,4,3
fr1713659,81,B02,,1,1,82,47,98,7,7
fr1713660,,,,,3,,,,,
fr1713661,29,001,,2,1,24,43,52,3,2
